0,042B85,T1,255,0,0
1,042BA2,T2,0,255,0
2,042A4E,T3,0,0,255
3,0429D1,T4,255,255,0
4,042B31,T5,255,0,255
5,042B1C,T6,0,255,255
6,042A43,T7,125,125,0
7,042B79,T8,125,0,125
8,042B4A,T9,0,125,125
