0,042A61,R1,629,122,0,300,300,0,0,0,0
1,042B91,R2,870,227,0,100,400,0,0,0,0
2,042B83,R3,1043,428,0,100,400,0,0,0,0
3,042AB7,R4,1101,710,0,300,300,0,0,0,0
4,042A33,R5,788,922,0,300,300,0,0,0,0
5,0420CF,R6,461,913,0,500,100,0,0,0,0
6,042098,R7,259,728,0,500,100,0,0,0,0
7,042BB5,R8,208,434,0,500,100,0,0,0,0
8,0429CF,R9,389,229,0,500,100,0,0,0,0
